105年02月01日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="032548",98統一,"1,000,000",7,"10,000",0.01,0.01,0.01,0.01,X,0.00,0.01,20,0.02,217,"2,350.00"
="032569",90元大,0,0,0,--,--,--,--,,0.00,--,0,0.01,274,"2,350.00"
="032594",富邦32,0,0,0,--,--,--,--,,0.00,--,0,0.01,1026,252.00
="032595",富邦33,0,0,0,--,--,--,--,,0.00,0.01,10,0.05,100,"2,350.00"
="032596",富邦34,0,0,0,--,--,--,--,,0.00,0.02,10,0.04,50,"2,350.00"
="032597",BE元富,0,0,0,--,--,--,--,,0.00,0.07,50,0.08,10,138.00
="032616",99統一,0,0,0,--,--,--,--,,0.00,0.01,6709,0.02,120,64.70
="032617",A1統一,0,0,0,--,--,--,--,,0.00,0.05,10,0.14,10,144.00
="032677",富邦36,0,0,0,--,--,--,--,,0.00,4.80,33,--,0,135.50
="032684",富邦43,0,0,0,--,--,--,--,,0.00,--,0,0.02,108,59.55
="032693",A3統一,"72,000",3,"5,560",0.08,0.08,0.07,0.08,＋,0.01,0.07,180,0.08,336,79.50
="032758",富邦45,0,0,0,--,--,--,--,,0.00,--,0,0.08,100,59.55
="032771",A8統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,474,210.00
="032783",CG元富,0,0,0,--,--,--,--,,0.00,--,0,--,0,59.55
="032797",中信9W,0,0,0,--,--,--,--,,0.00,--,0,0.05,80,64.70
="032805",富邦52,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,8.85
="032833",A9統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,65,59.55
="032834",B1統一,0,0,0,--,--,--,--,,0.00,0.01,5391,0.03,587,9.62
="032835",B2統一,"251,000",11,"81,860",0.34,0.37,0.30,0.30,－,0.08,0.29,68,0.30,68,205.50
="032897",富邦62,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,12.05
="032899",富邦64,"15,000",2,150,0.01,0.01,0.01,0.01,X,0.00,--,0,0.10,16,8.00
="032900",富邦65,0,0,0,--,--,--,--,,0.00,0.01,50,0.10,50,18.70
="032901",富邦66,0,0,0,--,--,--,--,,0.00,--,0,--,0,9.62
="032902",富邦67,0,0,0,--,--,--,--,,0.00,--,0,0.10,50,9.62
="032903",富邦68,0,0,0,--,--,--,--,,0.00,--,0,0.01,20,71.00
="032907",B8統一,"10,000",1,400,0.04,0.04,0.04,0.04,－,0.06,0.03,10,0.10,18,138.00
="032908",B9統一,0,0,0,--,--,--,--,,0.00,0.02,10,0.10,10,155.50
="032909",C1統一,"30,000",1,300,0.01,0.01,0.01,0.01,X,0.00,0.01,10,0.02,897,128.00
="032910",C2統一,"731,000",7,"323,950",0.37,0.45,0.37,0.41,＋,0.02,0.40,10,0.41,10,477.00
="032911",C3統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,299,9.62
="032912",C4統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,335,9.62
="032935",日盛EC,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,317,79.50
="032959",富邦77,0,0,0,--,--,--,--,,0.00,0.17,10,0.18,10,155.50
="032973",C8統一,0,0,0,--,--,--,--,,0.00,0.05,10,0.10,10,155.50
="032974",C9統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,10,175.00
="033022",D4統一,0,0,0,--,--,--,--,,0.00,1.35,10,1.42,10,424.50
="033023",D5統一,0,0,0,--,--,--,--,,0.00,0.18,10,0.23,10,439.00
="033028",3D元大,0,0,0,--,--,--,--,,0.00,0.01,100,0.05,30,98.90
="033114",D8統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,38.40
="033115",D9統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,77.70
="033116",E1統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,210.00
="033117",E2統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,210.00
="033118",E3統一,"101,000",6,"2,040",0.02,0.04,0.02,0.04,X,0.00,0.04,4,0.07,70,51.50
="033136",11中信,"1,000",1,20,0.02,0.02,0.02,0.02,＋,0.01,--,0,0.02,106,74.20
="033141",日盛ES,0,0,0,--,--,--,--,,0.00,--,0,--,0,81.00
="033146",富邦85,"450,000",7,"22,500",0.05,0.05,0.05,0.05,,0.00,0.03,20,0.05,200,205.50
="033150",富邦89,0,0,0,--,--,--,--,,0.00,0.05,30,0.10,30,80.50
="033178",13中信,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,27.45
="033183",E4統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,30,211.00
="033185",3W元大,0,0,0,--,--,--,--,,0.00,--,0,0.01,100,80.50
="033209",8S凱基,"40,000",2,"5,300",0.14,0.14,0.13,0.13,X,0.00,0.12,30,0.14,220,477.00
="033216",8Z凱基,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,45.70
="033227",富邦94,0,0,0,--,--,--,--,,0.00,--,0,0.01,30,45.70
="033228",富邦95,0,0,0,--,--,--,--,,0.00,0.02,50,0.03,115,23.00
="033229",富邦96,0,0,0,--,--,--,--,,0.00,0.13,30,0.14,30,439.00
="033230",富邦97,"30,000",6,"4,750",0.16,0.17,0.14,0.17,＋,0.03,0.16,20,0.18,10,144.00
="033233",富邦1A,0,0,0,--,--,--,--,,0.00,0.11,20,0.12,20,155.50
="033245",EC元富,0,0,0,--,--,--,--,,0.00,0.15,25,0.16,10,144.00
="033258",E5統一,0,0,0,--,--,--,--,,0.00,0.02,10,0.09,5,79.50
="033259",E6統一,"28,000",3,"8,200",0.28,0.30,0.28,0.30,X,0.00,0.30,20,0.32,10,155.50
="033260",E7統一,0,0,0,--,--,--,--,,0.00,1.85,10,1.93,10,41.20
="033261",E8統一,0,0,0,--,--,--,--,,0.00,0.37,20,0.38,20,192.50
="033262",E9統一,0,0,0,--,--,--,--,,0.00,0.63,10,0.64,10,192.50
="033263",F1統一,0,0,0,--,--,--,--,,0.00,0.01,3294,0.02,507,10.80
="033264",F2統一,0,0,0,--,--,--,--,,0.00,0.03,30,0.10,20,"2,350.00"
="033275",9J凱基,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,98.50
="033276",9K凱基,0,0,0,--,--,--,--,,0.00,--,0,0.03,30,"2,350.00"
="033277",9L凱基,0,0,0,--,--,--,--,,0.00,--,0,0.01,4126,"2,350.00"
="033281",日盛EY,"175,000",6,"1,750",0.01,0.01,0.01,0.01,X,0.00,0.01,25,0.02,25,55.50
="033298",18中信,"50,000",3,"5,800",0.12,0.12,0.11,0.11,X,0.00,0.10,30,0.15,30,477.00
="033299",19中信,0,0,0,--,--,--,--,,0.00,--,0,0.02,10,225.50
="033300",20中信,0,0,0,--,--,--,--,,0.00,0.05,30,0.06,10,205.50
="033301",21中信,"123,000",12,"47,450",0.34,0.43,0.33,0.39,X,0.00,0.35,30,0.36,30,394.50
="033304",24中信,0,0,0,--,--,--,--,,0.00,--,0,0.01,19,27.50
="033305",25中信,0,0,0,--,--,--,--,,0.00,--,0,0.01,47,"2,350.00"
="033317",富邦1D,"10,000",1,100,0.01,0.01,0.01,0.01,X,0.00,--,0,0.01,40,20.70
03332C,元牛01,"1,208,000",62,"1,407,430",1.19,1.21,1.14,1.19,－,0.03,1.19,497,1.20,495,"8,156.96"
03334C,元牛BM,"36,000",5,"61,720",1.70,1.77,1.70,1.77,－,0.01,1.76,495,1.77,494,59.55
="033350",F6統一,0,0,0,--,--,--,--,,0.00,0.82,10,0.91,11,51.90
="033351",F7統一,"426,000",5,"44,580",0.10,0.11,0.10,0.11,X,0.00,0.11,10,0.13,10,144.00
="033352",F8統一,"1,009,000",5,"30,320",0.03,0.04,0.03,0.04,＋,0.01,0.03,110,0.04,547,79.50
="033353",F9統一,0,0,0,--,--,--,--,,0.00,0.02,250,0.10,60,64.70
03335C,元牛Z1,"45,000",7,"71,720",1.59,1.63,1.58,1.59,－,0.06,1.62,495,1.63,497,"8,156.96"
="033360",5R元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,95,70.20
03336C,兆牛HL,"25,000",2,"26,450",1.07,1.07,1.05,1.05,－,0.03,0.27,60,--,0,"8,156.96"
="033370",日盛FD,"73,000",2,"2,190",0.03,0.03,0.03,0.03,－,0.01,0.03,25,0.04,25,17.30
03337C,兆牛HM,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,156.96"
03338C,元牛BN,"2,000",1,"26,600",13.30,13.30,13.30,13.30,X,0.00,13.30,10,13.40,10,28.45
="033391",富邦1M,"336,000",19,"105,210",0.28,0.32,0.28,0.32,＋,0.02,0.32,9,0.33,113,275.00
03339C,元牛21,"19,000",5,"41,950",2.19,2.24,2.19,2.22,－,0.03,2.22,495,2.23,488,"8,156.96"
="033401",39中信,0,0,0,--,--,--,--,,0.00,--,0,0.01,30,98.50
03340C,元牛31,0,0,0,--,--,--,--,,0.00,1.66,495,1.67,495,"8,156.96"
03342C,凱牛48,0,0,0,--,--,--,--,,0.00,2.34,30,2.35,30,"8,156.96"
="033433",兆豐5R,"15,000",3,"5,600",0.31,0.42,0.31,0.42,＋,0.08,0.42,5,0.51,10,79.50
03343C,凱牛49,0,0,0,--,--,--,--,,0.00,2.82,30,2.83,30,"8,156.96"
03344C,元牛41,0,0,0,--,--,--,--,,0.00,1.32,495,1.33,495,"8,156.96"
="033450",1K群益,0,0,0,--,--,--,--,,0.00,0.26,25,0.29,10,28.35
03345C,凱牛50,"5,000",1,"9,200",1.84,1.84,1.84,1.84,－,0.11,1.88,30,1.89,30,"8,156.96"
="033469",44中信,0,0,0,--,--,--,--,,0.00,--,0,0.01,1183,9.62
03346C,兆牛B4,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,156.96"
03347C,兆牛B5,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,156.96"
03348C,元牛51,"121,000",9,"149,760",1.24,1.25,1.20,1.25,－,0.01,1.25,495,1.26,495,"8,156.96"
="033495",G1統一,"194,000",4,"51,400",0.25,0.35,0.25,0.30,＋,0.04,0.28,10,0.30,299,184.50
03349C,元牛61,"777,000",24,"732,490",0.96,0.97,0.91,0.95,－,0.04,0.95,515,0.96,495,"8,156.96"
="033510",國泰NR,"20,000",7,"13,250",0.69,0.69,0.65,0.69,－,0.01,0.57,30,0.59,30,28.35
="033511",國泰NS,0,0,0,--,--,--,--,,0.00,--,0,0.02,50,51.50
="033512",GR元富,0,0,0,--,--,--,--,,0.00,--,0,--,0,25.46
="033515",日盛FP,"119,000",10,"29,660",0.25,0.27,0.21,0.27,＋,0.04,0.25,25,0.26,25,144.00
03352C,凱牛52,"60,000",6,"112,400",1.91,1.91,1.82,1.82,X,0.00,1.89,30,1.90,30,"8,156.96"
="033533",48中信,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,24.21
="033550",G2統一,"45,000",1,450,0.01,0.01,0.01,0.01,,0.00,0.01,10,0.02,20,23.70
="033551",G3統一,"20,000",1,200,0.01,0.01,0.01,0.01,X,0.00,0.01,20,0.10,10,24.21
="033552",G4統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,25.46
03355C,兆牛30,"40,000",1,"37,200",0.93,0.93,0.93,0.93,X,0.00,0.88,2,--,0,"8,156.96"
="033563",富邦1W,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,79.50
03356C,群牛AA,"166,000",20,"145,210",0.89,0.90,0.85,0.90,－,0.02,0.89,499,0.90,493,"8,156.96"
03357C,CT兆牛,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,156.96"
="033584",G5統一,"55,000",2,"1,650",0.03,0.03,0.03,0.03,X,0.00,0.03,10,0.09,33,77.70
="033585",G6統一,"250,000",1,"2,500",0.01,0.01,0.01,0.01,X,0.00,0.01,10,0.10,35,225.50
="033586",G7統一,"884,000",20,"156,540",0.15,0.20,0.15,0.17,＋,0.01,0.16,130,0.17,20,477.00
="033587",G8統一,0,0,0,--,--,--,--,,0.00,1.88,10,1.98,10,135.50
="033588",G9統一,0,0,0,--,--,--,--,,0.00,0.01,519,0.02,1196,25.46
="033589",H1統一,"260,000",1,"2,600",0.01,0.01,0.01,0.01,X,0.00,0.01,60,0.02,40,24.21
03358C,群牛AB,"510,000",16,"1,135,600",2.24,2.31,2.18,2.27,－,0.04,2.28,499,2.29,499,"8,156.96"
="033590",H2統一,"60,000",1,600,0.01,0.01,0.01,0.01,X,0.00,0.01,958,0.02,871,14.86
03359C,凱牛53,0,0,0,--,--,--,--,,0.00,2.37,30,2.38,30,"8,156.96"
="033600",GT元富,0,0,0,--,--,--,--,,0.00,--,0,0.01,499,24.21
="033601",GU元富,0,0,0,--,--,--,--,,0.00,--,0,--,0,14.86
="033606",國票EG,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,24.21
="033607",國票EH,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,25.46
="033633",52中信,0,0,0,--,--,--,--,,0.00,--,0,0.01,20,14.86
="033634",53中信,0,0,0,--,--,--,--,,0.00,--,0,0.03,110,25.46
="033635",54中信,0,0,0,--,--,--,--,,0.00,--,0,0.03,10,19.26
="033638",57中信,0,0,0,--,--,--,--,,0.00,0.58,30,0.59,40,28.45
="033639",58中信,"30,000",2,"24,000",0.80,0.80,0.80,0.80,－,0.01,0.80,30,0.82,30,28.45
03363C,元牛91,"47,000",5,"65,260",1.41,1.41,1.37,1.38,－,0.07,1.42,495,1.43,495,"8,156.96"
="033642",JJ第一,0,0,0,--,--,--,--,,0.00,--,0,--,0,14.86
="033646",2E群益,0,0,0,--,--,--,--,,0.00,0.01,420,0.02,270,19.26
03364C,元牛A1,"51,000",2,"81,110",1.61,1.61,1.59,1.59,－,0.04,1.65,495,1.66,495,"8,156.96"
03365C,KH兆牛,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,156.96"
03366C,群牛AC,"89,000",13,"224,750",2.52,2.57,2.47,2.55,－,0.02,2.55,499,2.56,499,"8,156.96"
03367C,元牛68,"35,000",3,"67,950",1.89,1.95,1.89,1.95,－,0.06,1.98,495,1.99,495,913.64
="033696",凱基42,0,0,0,--,--,--,--,,0.00,--,0,0.10,60,25.46
="033705",H3統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,74.20
="033744",兆豐7A,0,0,0,--,--,--,--,,0.00,0.01,595,0.04,48,79.50
="033762",富邦2M,0,0,0,--,--,--,--,,0.00,0.13,30,0.14,10,10.10
="033765",日盛GC,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,10,53.60
="033789",凱基62,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,14.86
="033790",H4統一,"51,000",1,510,0.01,0.01,0.01,0.01,,0.00,0.01,899,0.02,816,23.00
="033791",H5統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,10,"2,350.00"
="033792",H6統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.03,2,"2,350.00"
="033793",H7統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,8.85
="033794",H8統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,10.80
="033795",H9統一,"280,000",4,"5,600",0.02,0.02,0.02,0.02,,0.00,0.02,20,0.03,30,477.00
="033796",J1統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,80.50
="033797",J2統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.09,80,14.86
="033804",國票EM,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,14.86
="033817",2Z群益,0,0,0,--,--,--,--,,0.00,0.33,25,0.35,10,53.30
="033823",富邦2Q,0,0,0,--,--,--,--,,0.00,0.03,30,0.12,229,27.50
="033846",日盛GG,0,0,0,--,--,--,--,,0.00,0.07,25,0.08,25,21.50
="033859",J3統一,0,0,0,--,--,--,--,,0.00,0.01,4354,0.03,187,71.00
="033916",日盛GH,0,0,0,--,--,--,--,,0.00,--,0,0.01,48,210.00
="033933",國泰15,"20,000",1,"35,000",1.75,1.75,1.75,1.75,＋,0.19,1.38,30,1.42,30,51.80
="033936",富邦2Z,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,34.65
="033938",富邦3B,0,0,0,--,--,--,--,,0.00,1.63,10,1.71,10,118.50
="033962",4E群益,0,0,0,--,--,--,--,,0.00,--,0,--,0,74.20
="033972",J4統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,38.40
="033973",J5統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,40,210.00
="033983",國泰21,0,0,0,--,--,--,--,,0.00,0.02,980,0.11,40,14.86
="033985",富邦3H,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,225.50
="033991",JH元富,0,0,0,--,--,--,--,,0.00,0.10,25,0.11,25,55.50
="034020",4S群益,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,8.90
="034054",75中信,"633,000",20,"13,660",0.03,0.03,0.02,0.02,－,0.01,0.02,140,0.03,10,17.30
="034064",國泰25,0,0,0,--,--,--,--,,0.00,--,0,0.03,68,74.20
="034065",國泰26,0,0,0,--,--,--,--,,0.00,4.38,30,--,0,55.50
="034070",富邦3R,"30,000",3,"18,800",0.63,0.63,0.62,0.62,＋,0.04,0.65,20,0.68,20,144.00
="034075",富邦3W,0,0,0,--,--,--,--,,0.00,--,0,0.01,55,74.20
="034092",78中信,0,0,0,--,--,--,--,,0.00,1.18,30,1.23,10,118.50
="034116",J6統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,210.00
="034117",J7統一,0,0,0,--,--,--,--,,0.00,0.03,10,0.04,40,77.70
="034119",9Y元大,0,0,0,--,--,--,--,,0.00,0.15,100,0.25,10,76.50
="034122",國泰30,0,0,0,--,--,--,--,,0.00,--,0,0.10,120,128.00
="034123",富邦3Y,0,0,0,--,--,--,--,,0.00,2.81,10,2.91,10,316.00
="034125",5B群益,0,0,0,--,--,--,--,,0.00,--,0,--,0,275.00
="034153",J8統一,0,0,0,--,--,--,--,,0.00,0.01,2064,0.10,10,9.62
="034154",J9統一,0,0,0,--,--,--,--,,0.00,0.58,10,0.60,10,118.50
="034155",K1統一,"5,000",1,"2,450",0.49,0.49,0.49,0.49,－,0.01,0.47,10,0.48,10,70.30
="034156",K2統一,0,0,0,--,--,--,--,,0.00,0.08,10,0.17,10,205.50
="034157",K3統一,"105,000",11,"39,150",0.24,0.42,0.24,0.35,＋,0.07,0.38,10,0.40,10,57.50
="034158",元大02,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,100,53.60
="034166",凱基C4,0,0,0,--,--,--,--,,0.00,--,0,0.05,10,14.86
="034171",K5統一,0,0,0,--,--,--,--,,0.00,0.26,10,0.29,10,144.00
="034172",K6統一,0,0,0,--,--,--,--,,0.00,0.01,20,0.10,10,38.40
="034174",元大06,0,0,0,--,--,--,--,,0.00,--,0,0.05,10,39.50
="034175",元大07,0,0,0,--,--,--,--,,0.00,--,0,0.01,1734,51.50
="034176",元大08,"1,000",1,900,0.90,0.90,0.90,0.90,X,0.00,0.84,300,0.85,10,34.40
="034183",79中信,"22,000",3,"7,780",0.35,0.39,0.35,0.39,－,0.04,0.30,499,0.35,10,76.50
="034196",5D群益,"50,000",1,"4,500",0.09,0.09,0.09,0.09,X,0.00,0.09,25,0.10,10,275.00
="034197",5E群益,0,0,0,--,--,--,--,,0.00,0.01,25,0.10,10,23.70
="034199",5G群益,0,0,0,--,--,--,--,,0.00,--,0,0.10,2,211.00
="034240",富邦4H,0,0,0,--,--,--,--,,0.00,--,0,0.06,20,8.90
="034241",富邦4J,0,0,0,--,--,--,--,,0.00,--,0,0.05,19,210.00
="034242",富邦4K,0,0,0,--,--,--,--,,0.00,--,0,0.08,1,210.00
="034243",富邦4L,0,0,0,--,--,--,--,,0.00,--,0,--,0,210.00
="034244",富邦4M,0,0,0,--,--,--,--,,0.00,--,0,--,0,210.00
="034246",富邦4P,"5,000",1,650,0.13,0.13,0.13,0.13,＋,0.01,0.07,10,0.15,5,"2,350.00"
="034249",K7統一,"10,000",1,"2,400",0.24,0.24,0.24,0.24,,0.00,0.24,10,0.25,10,28.45
="034251",元大20,"60,000",1,"1,200",0.02,0.02,0.02,0.02,X,0.00,0.02,100,0.03,125,275.00
="034328",K8統一,0,0,0,--,--,--,--,,0.00,1.96,10,2.03,10,522.00
="034329",K9統一,"35,000",9,"39,360",1.13,1.15,1.07,1.15,＋,0.10,1.13,10,1.16,10,144.00
="034330",元大25,0,0,0,--,--,--,--,,0.00,2.05,100,2.15,10,316.00
="034331",元大26,0,0,0,--,--,--,--,,0.00,0.05,100,0.06,50,155.50
="034332",元大27,0,0,0,--,--,--,--,,0.00,--,0,0.03,10,64.70
="034338",元大33,0,0,0,--,--,--,--,,0.00,--,0,0.01,20,14.86
="034339",元大34,0,0,0,--,--,--,--,,0.00,0.01,100,0.10,10,19.10
="034345",凱基E5,"30,000",3,"32,200",1.09,1.09,1.06,1.07,－,0.09,1.08,30,1.11,30,118.50
="034363",國泰34,0,0,0,--,--,--,--,,0.00,0.24,499,0.25,100,51.50
="034364",富邦5D,"315,000",25,"99,650",0.37,0.37,0.28,0.29,－,0.10,0.28,60,0.29,20,76.50
="034382",6F群益,"5,000",1,300,0.06,0.06,0.06,0.06,X,0.00,0.06,25,0.10,10,8.90
="034387",6K群益,0,0,0,--,--,--,--,,0.00,0.02,25,0.05,92,211.00
="034389",國票FE,0,0,0,--,--,--,--,,0.00,--,0,0.01,529,59.55
="034390",MA元富,0,0,0,--,--,--,--,,0.00,0.01,223,0.05,25,71.00
="034391",MB元富,0,0,0,--,--,--,--,,0.00,0.01,322,0.04,125,71.00
="034392",MC元富,0,0,0,--,--,--,--,,0.00,0.05,25,0.06,25,70.10
="034394",ME元富,0,0,0,--,--,--,--,,0.00,--,0,--,0,28.10
="034405",富邦5E,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,79.50
="034406",富邦5F,0,0,0,--,--,--,--,,0.00,--,0,0.10,10,6.38
="034417",凱基F6,"190,000",5,"21,500",0.14,0.14,0.11,0.11,－,0.02,0.11,30,0.13,30,53.60
="034418",L1統一,"21,000",1,210,0.01,0.01,0.01,0.01,X,0.00,0.01,4533,0.02,688,210.00
="034419",L2統一,0,0,0,--,--,--,--,,0.00,0.01,5654,0.02,16,211.00
="034420",L3統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,100,211.00
="034421",L4統一,"2,000",1,"1,040",0.52,0.52,0.52,0.52,X,0.00,0.54,10,0.57,10,118.50
="034422",L5統一,"160,000",7,"57,050",0.38,0.38,0.32,0.35,－,0.02,0.34,20,0.35,5,70.20
="034423",L6統一,"100,000",2,"22,500",0.23,0.23,0.22,0.22,－,0.08,0.22,20,0.23,20,76.50
="034425",元大40,"140,000",2,"15,000",0.10,0.11,0.10,0.11,X,0.00,0.10,100,0.11,100,10.55
="034427",元大42,0,0,0,--,--,--,--,,0.00,0.27,499,0.29,10,48.60
="034430",元大45,"74,000",5,"16,970",0.19,0.24,0.19,0.24,＋,0.04,0.20,100,0.21,100,55.40
="034431",元大46,"160,000",4,"18,100",0.11,0.13,0.11,0.13,＋,0.03,0.10,499,0.11,100,20.70
="034433",元大48,"180,000",3,"3,300",0.02,0.02,0.01,0.01,－,0.02,0.01,553,0.02,110,59.55
="034436",元大51,0,0,0,--,--,--,--,,0.00,0.21,100,0.31,10,76.50
="034437",元大52,0,0,0,--,--,--,--,,0.00,0.78,100,0.81,100,118.50
="034438",6R群益,0,0,0,--,--,--,--,,0.00,0.70,25,0.77,10,144.00
="034457",87中信,0,0,0,--,--,--,--,,0.00,--,0,--,0,252.00
="034458",L7統一,0,0,0,--,--,--,--,,0.00,0.54,10,0.55,10,192.50
="034459",L8統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,452,23.70
="034460",L9統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.07,10,25.46
="034464",元大56,"300,000",6,"19,500",0.06,0.07,0.06,0.07,－,0.01,0.07,150,0.08,120,275.00
="034466",元大58,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,10,15.40
="034467",元大60,0,0,0,--,--,--,--,,0.00,0.01,100,0.10,10,27.45
="034468",國泰38,0,0,0,--,--,--,--,,0.00,0.98,499,0.99,10,28.45
="034469",國泰39,0,0,0,--,--,--,--,,0.00,0.83,499,0.84,10,28.45
="034470",國泰40,0,0,0,--,--,--,--,,0.00,0.68,499,0.69,10,28.45
="034471",國泰41,"23,000",3,"5,550",0.25,0.25,0.21,0.21,＋,0.05,0.18,499,0.27,5,27.45
="034472",國泰42,"357,000",11,"261,750",0.70,0.76,0.70,0.76,＋,0.05,0.76,30,0.78,10,275.00
="034495",凱基G2,"10,000",1,"1,600",0.16,0.16,0.16,0.16,－,0.02,0.16,30,0.17,30,350.00
="034519",日盛HS,0,0,0,--,--,--,--,,0.00,0.10,25,0.12,25,26.45
="034526",日盛HZ,"149,000",2,"5,470",0.05,0.05,0.03,0.03,－,0.04,0.02,100,0.03,25,39.50
="034527",日盛JA,"65,000",2,"3,600",0.04,0.06,0.04,0.06,＋,0.03,0.04,25,0.06,170,19.10
="034548",MZ元富,"509,000",6,"15,270",0.03,0.03,0.03,0.03,－,0.03,0.03,25,0.04,99,39.50
="034554",M1統一,"10,000",1,500,0.05,0.05,0.05,0.05,X,0.00,0.04,366,0.09,75,14.86
="034560",元大69,"10,000",1,"3,900",0.39,0.39,0.39,0.39,X,0.00,0.37,3,0.39,10,39.50
="034561",元大70,0,0,0,--,--,--,--,,0.00,0.12,100,0.22,10,39.50
="034562",元大71,0,0,0,--,--,--,--,,0.00,0.03,100,0.08,100,23.40
="034563",元大72,"120,000",11,"308,000",2.65,2.65,2.40,2.40,－,0.47,2.49,100,2.54,50,43.90
="034564",元大73,0,0,0,--,--,--,--,,0.00,--,0,0.02,10,19.45
="034568",元大77,0,0,0,--,--,--,--,,0.00,1.55,100,1.65,10,135.50
="034569",元大78,0,0,0,--,--,--,--,,0.00,0.01,100,0.03,10,81.00
="034571",元大80,0,0,0,--,--,--,--,,0.00,0.04,100,0.05,50,56.50
="034573",元大82,0,0,0,--,--,--,--,,0.00,0.08,100,0.14,50,28.35
="034577",國泰46,0,0,0,--,--,--,--,,0.00,--,0,0.35,6,81.00
="034578",國泰47,0,0,0,--,--,--,--,,0.00,0.02,499,0.07,15,25.46
="034581",富邦5K,0,0,0,--,--,--,--,,0.00,--,0,0.06,10,128.00
="034582",富邦5L,0,0,0,--,--,--,--,,0.00,0.01,15,0.05,20,21.50
="034583",富邦5M,0,0,0,--,--,--,--,,0.00,0.68,15,0.73,10,28.45
="034586",富邦5Q,"6,000",3,"1,380",0.23,0.23,0.23,0.23,＋,0.01,0.22,10,0.23,10,79.50
="034587",富邦5R,0,0,0,--,--,--,--,,0.00,0.09,10,0.10,10,275.00
="034588",富邦5S,"30,000",3,"33,300",1.11,1.13,1.09,1.09,－,0.08,1.09,10,1.11,10,19.05
="034589",富邦5T,"3,000",1,"7,200",2.40,2.40,2.40,2.40,－,0.45,2.50,2,2.52,10,43.90
="034592",M2統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,180,52.20
="034593",M3統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,995,103.50
="034594",M4統一,"52,000",3,"3,640",0.07,0.07,0.07,0.07,－,0.01,0.07,68,0.10,40,166.00
="034595",M5統一,0,0,0,--,--,--,--,,0.00,0.27,10,0.29,10,176.50
="034596",M6統一,"15,000",1,"5,550",0.37,0.37,0.37,0.37,－,0.05,0.37,10,0.39,10,176.50
="034597",M7統一,0,0,0,--,--,--,--,,0.00,0.28,20,0.29,20,176.50
="034598",M8統一,0,0,0,--,--,--,--,,0.00,0.12,10,0.17,10,166.00
="034599",M9統一,0,0,0,--,--,--,--,,0.00,0.03,10,0.07,50,16.70
