105年02月01日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
07645P,HP群益,0,0,0,--,--,--,--,,0.00,0.05,25,0.10,10,0.00
07646P,HQ群益,0,0,0,--,--,--,--,,0.00,0.27,25,0.28,10,0.00
07647P,元大EU,0,0,0,--,--,--,--,,0.00,0.80,100,0.89,10,0.00
07648P,元大EW,0,0,0,--,--,--,--,,0.00,1.87,100,1.89,10,0.00
07649P,元大EX,"150,000",2,"45,500",0.31,0.31,0.30,0.30,－,0.01,0.31,100,0.35,10,0.00
07650P,ET中信,0,0,0,--,--,--,--,,0.00,1.08,30,1.09,30,0.00
07651P,兆豐K7,0,0,0,--,--,--,--,,0.00,2.39,10,2.42,10,0.00
07652P,兆豐K8,"257,000",4,"228,190",0.87,0.91,0.87,0.91,X,0.00,0.88,10,0.89,10,0.00
07653P,兆豐K9,"20,000",2,"25,200",1.26,1.26,1.26,1.26,－,0.01,1.26,10,1.31,10,0.00
07654P,兆豐L1,0,0,0,--,--,--,--,,0.00,2.34,10,--,0,0.00
07655P,兆豐L2,"220,000",3,"208,500",0.92,0.95,0.92,0.95,－,0.07,0.87,10,0.88,10,0.00
07656P,兆豐L3,"119,000",12,"59,580",0.50,0.57,0.45,0.45,－,0.05,0.40,31,0.50,29,0.00
07657P,兆豐N3,"20,000",1,"24,200",1.21,1.21,1.21,1.21,＋,0.05,1.24,10,1.25,10,0.00
07658P,兆豐N4,"3,000",1,"9,030",3.01,3.01,3.01,3.01,＋,0.16,2.89,10,2.94,10,0.00
07659P,兆豐N5,0,0,0,--,--,--,--,,0.00,0.03,10,0.12,10,0.00
07660P,E9凱基,"60,000",2,"1,900",0.03,0.04,0.03,0.04,X,0.00,0.03,30,0.04,30,0.00
07661P,LP統一,0,0,0,--,--,--,--,,0.00,1.42,10,1.48,10,0.00
07662P,LQ統一,"503,000",34,"374,960",0.74,0.77,0.72,0.74,＋,0.01,0.72,68,0.73,68,0.00
07663P,HW群益,"82,000",8,"86,200",1.03,1.10,1.02,1.10,＋,0.10,1.06,25,1.07,10,0.00
07664P,HX群益,"231,000",4,"175,660",0.76,0.77,0.76,0.77,,0.00,0.76,25,0.77,10,0.00
07665P,元大FC,"3,153,000",24,"1,041,350",0.33,0.36,0.33,0.36,＋,0.04,0.35,100,0.36,22,0.00
07666P,元大FD,"185,000",7,"191,870",1.04,1.08,1.03,1.03,＋,0.01,1.02,495,1.03,345,0.00
07667P,元大FE,"35,000",5,"60,580",1.72,1.77,1.71,1.76,＋,0.08,1.69,495,1.70,495,0.00
07668P,元大FF,"190,000",8,"207,300",1.13,1.13,1.05,1.06,－,0.01,1.05,495,1.06,495,0.00
07669P,元富EL,"100,000",1,"19,000",0.19,0.19,0.19,0.19,X,0.00,0.19,25,0.20,25,0.00
07670P,元富EM,"328,000",10,"250,060",0.82,0.82,0.73,0.75,,0.00,0.74,25,0.80,25,0.00
07671P,元富EN,0,0,0,--,--,--,--,,0.00,0.73,25,0.75,25,0.00
07672P,康和AV,"42,000",4,"8,800",0.21,0.21,0.19,0.21,＋,0.12,0.21,10,0.22,10,0.00
07673P,康和AW,0,0,0,--,--,--,--,,0.00,0.21,10,0.24,10,0.00
07674P,永豐2M,"26,000",1,"20,280",0.78,0.78,0.78,0.78,－,0.02,0.77,10,0.78,10,0.00
07675P,永豐2N,"87,000",7,"70,060",0.79,0.83,0.78,0.83,－,0.01,0.79,10,0.80,10,0.00
07676P,永豐2P,"195,000",10,"18,700",0.08,0.10,0.08,0.10,＋,0.01,0.09,10,0.10,10,0.00
07677P,EV中信,"4,000",2,"3,320",0.83,0.83,0.83,0.83,X,0.00,0.81,30,0.83,30,0.00
07678P,LX統一,0,0,0,--,--,--,--,,0.00,0.63,10,0.65,10,0.00
07679P,IA群益,0,0,0,--,--,--,--,,0.00,1.03,25,1.13,10,0.00
07680P,IB群益,0,0,0,--,--,--,--,,0.00,0.14,25,0.15,10,0.00
07681P,元富ET,"5,000",1,"1,450",0.29,0.29,0.29,0.29,X,0.00,0.29,25,0.30,25,0.00
07682P,元富EU,"30,000",1,"29,400",0.98,0.98,0.98,0.98,＋,0.07,1.05,25,1.10,10,0.00
07683P,元富EV,"186,000",4,"131,740",0.70,0.71,0.68,0.71,－,0.04,0.71,25,0.72,25,0.00
07684P,元富EW,"3,000",1,"1,830",0.61,0.61,0.61,0.61,＋,0.02,0.57,25,0.62,25,0.00
07685P,元大FN,"1,554,000",29,"1,256,290",0.75,0.87,0.75,0.87,＋,0.16,0.85,100,0.87,79,0.00
07686P,F3凱基,"200,000",2,"96,000",0.48,0.48,0.48,0.48,X,0.00,0.48,30,0.49,30,0.00
07687P,F8凱基,0,0,0,--,--,--,--,,0.00,2.30,30,2.40,30,0.00
07688P,G1凱基,"347,000",16,"401,190",1.25,1.25,1.08,1.12,－,0.15,1.11,30,1.12,30,0.00
07689P,M3國泰,"75,000",5,"136,390",1.77,1.84,1.77,1.80,,0.00,1.79,280,1.80,100,0.00
07690P,富邦BE,0,0,0,--,--,--,--,,0.00,3.20,50,--,0,0.00
07691P,富邦BF,0,0,0,--,--,--,--,,0.00,1.14,50,1.15,50,0.00
07692P,IF群益,0,0,0,--,--,--,--,,0.00,2.03,25,2.13,10,0.00
07693P,IG群益,"100,000",1,"16,000",0.16,0.16,0.16,0.16,＋,0.01,0.16,25,0.17,200,0.00
07694P,IH群益,0,0,0,--,--,--,--,,0.00,2.70,25,2.78,10,0.00
07695P,H1凱基,0,0,0,--,--,--,--,,0.00,1.57,30,1.60,30,0.00
07696P,H3凱基,0,0,0,--,--,--,--,,0.00,0.06,30,0.10,30,0.00
07697P,H4凱基,"235,000",6,"132,520",0.56,0.58,0.56,0.57,－,0.05,0.55,30,0.58,30,0.00
07698P,H5凱基,"106,000",1,"30,740",0.29,0.29,0.29,0.29,－,0.03,0.27,30,0.29,30,0.00
07699P,元富FC,"135,000",4,"93,850",0.68,0.71,0.68,0.71,＋,0.02,0.69,25,0.70,25,0.00
07700P,富邦BK,0,0,0,--,--,--,--,,0.00,2.01,15,2.06,10,0.00
07701P,兆豐N7,0,0,0,--,--,--,--,,0.00,0.58,10,0.59,10,0.00
07702P,兆豐N8,"13,000",3,"27,340",2.10,2.12,2.10,2.12,X,0.00,2.07,10,2.16,10,0.00
07703P,兆豐N9,0,0,0,--,--,--,--,,0.00,0.43,10,0.44,10,0.00
07704P,1K兆豐,"50,000",1,"12,500",0.25,0.25,0.25,0.25,X,0.00,0.24,10,0.25,10,0.00
07705P,1L兆豐,0,0,0,--,--,--,--,,0.00,0.32,10,0.33,10,0.00
07706P,元富FD,"190,000",19,"84,700",0.43,0.51,0.43,0.51,＋,0.05,0.48,25,0.49,10,0.00
07707P,康和AZ,"50,000",3,"14,900",0.29,0.30,0.29,0.30,X,0.00,0.29,10,0.33,10,0.00
07708P,富邦BT,"437,000",9,"470,750",1.05,1.09,1.05,1.09,X,0.00,1.06,10,1.07,10,0.00
07709P,富邦BU,0,0,0,--,--,--,--,,0.00,0.47,15,0.48,10,0.00
07710P,富邦BV,0,0,0,--,--,--,--,,0.00,1.57,20,1.58,20,0.00
07711P,富邦BW,"50,000",3,"61,900",1.24,1.24,1.23,1.23,X,0.00,1.15,20,1.16,20,0.00
07712P,富邦BX,0,0,0,--,--,--,--,,0.00,1.23,10,1.27,10,0.00
07713P,富邦BY,0,0,0,--,--,--,--,,0.00,2.42,10,2.48,10,0.00
07714P,IU群益,0,0,0,--,--,--,--,,0.00,2.40,25,2.50,10,0.00
07715P,IV群益,"2,000",1,"2,520",1.26,1.26,1.26,1.26,X,0.00,1.25,2,1.26,10,0.00
07716P,元富FL,"100,000",2,"52,000",0.52,0.52,0.52,0.52,＋,0.04,0.51,25,0.52,25,0.00
07717P,元富FP,0,0,0,--,--,--,--,,0.00,0.27,25,0.28,25,0.00
07718P,K9凱基,"869,000",18,"840,400",0.89,1.07,0.89,1.07,＋,0.12,1.08,30,1.10,30,0.00
07719P,日盛2Z,"612,000",5,"190,950",0.32,0.33,0.31,0.31,－,0.03,0.31,25,0.32,25,144.00
07720P,日盛3A,"1,664,000",42,"713,230",0.43,0.51,0.39,0.51,＋,0.07,0.51,19,0.52,45,"2,350.00"
07721P,日盛3B,0,0,0,--,--,--,--,,0.00,0.87,25,0.88,10,77.70
07722P,M7國泰,"173,000",6,"151,010",0.86,0.88,0.86,0.87,－,0.02,0.87,509,0.88,100,0.00
07723P,M8國泰,0,0,0,--,--,--,--,,0.00,0.80,30,1.05,1,0.00
07724P,富邦CC,0,0,0,--,--,--,--,,0.00,2.11,15,2.17,10,0.00
07725P,富邦CD,0,0,0,--,--,--,--,,0.00,0.23,20,0.24,20,0.00
07726P,富邦CE,0,0,0,--,--,--,--,,0.00,0.46,15,0.47,10,0.00
07727P,富邦CF,"40,000",4,"24,600",0.61,0.62,0.61,0.62,－,0.02,0.64,15,0.65,10,0.00
07728P,元大HC,"209,000",7,"206,690",0.96,1.01,0.95,1.00,,0.00,0.93,100,0.94,10,0.00
07729P,NP第一,0,0,0,--,--,--,--,,0.00,1.59,10,1.60,10,205.50
07730P,MM統一,0,0,0,--,--,--,--,,0.00,0.60,20,0.61,20,0.00
07731P,MN統一,0,0,0,--,--,--,--,,0.00,0.61,10,0.66,10,0.00
07732P,MP統一,0,0,0,--,--,--,--,,0.00,1.03,10,1.12,10,0.00
07733P,MQ統一,0,0,0,--,--,--,--,,0.00,1.58,20,1.66,10,0.00
07734P,MR統一,0,0,0,--,--,--,--,,0.00,1.36,20,1.41,10,0.00
07735P,L8凱基,0,0,0,--,--,--,--,,0.00,1.28,40,1.38,30,0.00
07736P,日盛3D,"166,000",11,"106,340",0.63,0.68,0.62,0.68,＋,0.05,0.67,25,0.70,10,205.50
07737P,日盛3E,"135,000",6,"80,100",0.60,0.61,0.58,0.58,－,0.05,0.59,25,0.60,25,477.00
07738P,元富GA,"5,000",1,"4,750",0.95,0.95,0.95,0.95,＋,0.03,0.91,25,0.95,25,0.00
07739P,元富GC,0,0,0,--,--,--,--,,0.00,1.67,25,1.77,10,0.00
07740P,元富GE,0,0,0,--,--,--,--,,0.00,0.24,25,0.25,25,0.00
07741P,元富GF,"31,000",2,"15,080",0.48,0.50,0.48,0.50,X,0.00,0.49,25,0.50,25,0.00
07742P,IY群益,"469,000",16,"426,520",0.86,0.93,0.86,0.92,＋,0.06,0.92,25,0.93,10,0.00
07743P,富邦CQ,"580,000",25,"174,100",0.29,0.32,0.28,0.28,,0.00,0.26,5,0.29,10,0.00
07744P,富邦CR,"100,000",4,"26,000",0.27,0.27,0.25,0.25,－,0.05,0.26,25,0.27,10,0.00
07745P,富邦CS,"10,000",1,"21,800",2.18,2.18,2.18,2.18,X,0.00,2.03,50,2.12,10,0.00
07746P,富邦CT,0,0,0,--,--,--,--,,0.00,1.90,50,2.00,10,0.00
07747P,元大HD,0,0,0,--,--,--,--,,0.00,1.67,100,1.68,100,0.00
07748P,元大HE,"110,000",2,"31,000",0.30,0.30,0.28,0.28,,0.00,0.26,100,0.27,10,0.00
07749P,M5凱基,"4,000",2,"3,080",0.77,0.77,0.77,0.77,X,0.00,0.76,30,0.78,30,0.00
07750P,日盛3J,"22,000",2,"8,870",0.41,0.41,0.40,0.40,＋,0.01,0.39,25,0.40,25,80.50
07751P,日盛3K,"30,000",4,"16,880",0.55,0.57,0.55,0.57,＋,0.11,0.56,499,0.57,115,39.50
07752P,日盛3L,"10,000",1,500,0.05,0.05,0.05,0.05,,0.00,0.04,25,0.05,25,55.50
07753P,永豐3S,"355,000",8,"290,510",0.80,0.83,0.79,0.83,＋,0.05,0.85,10,0.86,10,0.00
07754P,永豐3T,"1,486,000",30,"882,270",0.55,0.71,0.54,0.69,＋,0.07,0.71,10,0.72,10,0.00
07755P,永豐3U,0,0,0,--,--,--,--,,0.00,0.39,10,0.40,10,0.00
07756P,FJ中信,"90,000",2,"83,800",0.93,0.94,0.93,0.94,＋,0.03,0.94,30,0.96,30,0.00
07757P,FK中信,"336,000",7,"180,340",0.54,0.54,0.53,0.54,＋,0.03,0.54,499,0.55,128,0.00
07758P,FL中信,0,0,0,--,--,--,--,,0.00,1.66,30,1.68,10,0.00
07759P,富邦CX,0,0,0,--,--,--,--,,0.00,0.87,20,0.88,20,0.00
07760P,1X兆豐,"124,000",12,"162,540",1.12,1.35,1.12,1.34,＋,0.13,1.35,10,1.40,10,0.00
07761P,2A兆豐,0,0,0,--,--,--,--,,0.00,2.91,10,2.96,10,0.00
07762P,2B兆豐,0,0,0,--,--,--,--,,0.00,2.02,10,2.10,10,0.00
07763P,2C兆豐,0,0,0,--,--,--,--,,0.00,0.57,10,0.58,10,0.00
07764P,NS第一,0,0,0,--,--,--,--,,0.00,1.89,10,1.90,12,81.90
07765P,NB統一,"134,000",2,"86,020",0.64,0.65,0.64,0.65,,0.00,0.64,20,0.65,20,0.00
07766P,NC統一,"265,000",4,"129,700",0.51,0.51,0.48,0.48,－,0.05,0.49,20,0.50,20,0.00
07767P,JA群益,"137,000",6,"132,770",0.94,0.98,0.94,0.98,＋,0.09,0.98,25,0.99,10,0.00
07768P,JC群益,"349,000",9,"527,670",1.46,1.54,1.46,1.54,＋,0.15,1.53,25,1.54,18,0.00
07769P,JE群益,"840,000",20,"1,123,460",1.29,1.36,1.28,1.35,＋,0.07,1.34,25,1.35,10,0.00
07770P,JF群益,"634,000",20,"516,500",0.81,0.84,0.78,0.78,,0.00,0.78,25,0.79,20,0.00
07771P,元富GT,"58,000",8,"166,300",2.78,2.98,2.78,2.93,＋,0.06,2.96,25,3.01,14,0.00
07772P,元富GU,"20,000",1,"11,600",0.58,0.58,0.58,0.58,,0.00,0.57,25,0.58,25,0.00
07773P,康和BB,0,0,0,--,--,--,--,,0.00,0.45,10,0.46,10,0.00
07774P,元大IE,"421,000",13,"363,760",0.88,0.89,0.85,0.86,－,0.04,0.80,10,--,0,0.00
07775P,元大IF,"6,000",2,"18,210",3.03,3.04,3.03,3.04,＋,0.04,3.01,100,3.05,100,0.00
07776P,元大IH,"26,000",1,"15,600",0.60,0.60,0.60,0.60,,0.00,0.60,100,0.61,100,0.00
07777P,元大II,0,0,0,--,--,--,--,,0.00,0.30,499,0.31,10,0.00
07778P,永豐4C,"3,000",1,660,0.22,0.22,0.22,0.22,－,0.03,0.21,10,0.22,10,0.00
07779P,FQ中信,0,0,0,--,--,--,--,,0.00,1.21,99,1.23,10,0.00
07780P,FR中信,0,0,0,--,--,--,--,,0.00,0.47,30,0.49,30,0.00
07781P,JJ群益,"1,495,000",21,"964,750",0.65,0.67,0.61,0.65,－,0.04,0.65,25,0.66,10,0.00
07782P,JK群益,"247,000",6,"238,760",0.95,0.98,0.95,0.95,－,0.03,0.94,25,0.95,10,0.00
07783P,AS國泰,"48,000",1,"72,000",1.50,1.50,1.50,1.50,－,0.06,1.50,340,1.52,100,0.00
07784P,富邦DB,"61,000",4,"15,650",0.25,0.27,0.25,0.27,－,0.03,0.26,15,0.27,10,0.00
07785P,AA凱基,0,0,0,--,--,--,--,,0.00,0.89,30,0.92,30,0.00
07786P,AB凱基,"20,000",1,"15,600",0.78,0.78,0.78,0.78,＋,0.05,0.77,30,0.79,30,0.00
07787P,AC凱基,0,0,0,--,--,--,--,,0.00,0.49,30,0.50,30,0.00
07788P,AE凱基,"188,000",2,"67,560",0.35,0.36,0.35,0.36,－,0.02,0.36,30,0.37,30,0.00
07789P,日盛3P,"220,000",3,"213,400",0.96,0.98,0.96,0.98,＋,0.10,0.98,25,0.99,25,76.50
07790P,元富HE,"35,000",4,"24,450",0.68,0.71,0.68,0.71,＋,0.02,0.71,25,0.72,25,0.00
07791P,元富HF,0,0,0,--,--,--,--,,0.00,0.65,25,0.67,10,0.00
07792P,元富HG,"213,000",10,"271,360",1.26,1.34,1.25,1.25,＋,0.01,1.25,25,1.27,25,0.00
07793P,元富HH,"151,000",5,"237,630",1.57,1.63,1.53,1.63,＋,0.04,1.49,25,1.59,25,0.00
07794P,元富HJ,0,0,0,--,--,--,--,,0.00,2.15,25,2.25,25,0.00
07795P,日盛3R,"54,000",1,"83,700",1.55,1.55,1.55,1.55,＋,0.01,1.55,25,1.56,25,225.50
07796P,2V兆豐,0,0,0,--,--,--,--,,0.00,1.21,10,1.22,10,0.00
07797P,2W兆豐,"150,000",6,"142,500",0.95,0.95,0.95,0.95,X,0.00,0.94,10,0.95,10,0.00
07798P,3D兆豐,0,0,0,--,--,--,--,,0.00,1.23,10,1.24,10,0.00
07799P,NX統一,"27,000",2,"15,100",0.54,0.56,0.54,0.56,＋,0.01,0.55,20,0.56,20,0.00
07800P,元大JH,"490,000",7,"530,900",1.08,1.11,1.07,1.11,＋,0.05,1.11,100,1.12,100,0.00
07801P,元富HU,"86,000",8,"25,760",0.30,0.31,0.29,0.29,X,0.00,0.26,37,0.29,20,0.00
07802P,元富HV,"29,000",3,"4,350",0.15,0.15,0.15,0.15,X,0.00,0.14,25,0.18,15,0.00
07803P,元富HX,"117,000",2,"68,200",0.58,0.60,0.58,0.60,＋,0.02,0.61,25,0.62,25,0.00
07804P,元富HY,0,0,0,--,--,--,--,,0.00,1.02,25,1.04,25,0.00
07805P,元富HZ,"447,000",10,"216,760",0.49,0.49,0.47,0.48,X,0.00,0.47,75,0.48,25,0.00
07806P,元富JA,"398,000",5,"415,940",1.04,1.06,1.03,1.03,＋,0.06,1.01,25,1.02,25,0.00
07807P,康和BC,"66,000",4,"24,220",0.35,0.37,0.35,0.37,－,0.01,0.36,20,0.37,30,0.00
07808P,永豐4H,"7,000",1,"6,790",0.97,0.97,0.97,0.97,－,0.01,0.98,10,0.99,10,0.00
07809P,FU中信,0,0,0,--,--,--,--,,0.00,0.66,10,0.67,10,0.00
07810P,FV中信,0,0,0,--,--,--,--,,0.00,0.23,30,0.24,30,0.00
07811P,AW國泰,0,0,0,--,--,--,--,,0.00,2.21,200,2.23,50,0.00
07812P,富邦DN,0,0,0,--,--,--,--,,0.00,0.82,10,0.84,10,0.00
07813P,富邦DP,0,0,0,--,--,--,--,,0.00,1.17,10,1.23,10,0.00
07814P,富邦DR,"5,000",1,"10,250",2.05,2.05,2.05,2.05,＋,0.12,1.96,20,2.06,10,0.00
07815P,富邦DS,0,0,0,--,--,--,--,,0.00,0.90,20,1.00,10,0.00
07816P,AH凱基,"2,000",2,"5,830",2.88,2.95,2.88,2.95,＋,0.10,2.83,30,2.93,30,0.00
07817P,AJ凱基,"10,000",1,"21,200",2.12,2.12,2.12,2.12,X,0.00,2.06,30,2.16,30,0.00
07818P,AK凱基,"110,000",2,"202,250",1.85,1.85,1.80,1.80,－,0.07,1.79,30,1.80,30,0.00
07819P,AL凱基,"260,000",5,"347,030",1.42,1.42,1.33,1.34,－,0.01,1.34,39,1.35,30,0.00
07820P,AM凱基,"282,000",3,"327,720",1.20,1.20,1.16,1.16,－,0.01,1.16,30,1.17,30,0.00
07821P,AN凱基,0,0,0,--,--,--,--,,0.00,0.99,30,1.00,30,0.00
07822P,AP凱基,0,0,0,--,--,--,--,,0.00,2.83,30,2.93,30,0.00
07823P,AQ凱基,0,0,0,--,--,--,--,,0.00,2.19,30,2.29,30,0.00
07824P,AR凱基,0,0,0,--,--,--,--,,0.00,1.73,30,1.74,30,0.00
07825P,AS凱基,"465,000",11,"473,590",0.95,1.07,0.95,1.05,＋,0.08,1.05,20,1.06,30,0.00
07826P,BD凱基,0,0,0,--,--,--,--,,0.00,1.84,30,1.85,30,0.00
07827P,JP群益,"731,000",10,"509,080",0.74,0.74,0.68,0.72,＋,0.01,0.70,499,0.71,509,0.00
07828P,JQ群益,"113,000",5,"107,040",0.91,0.99,0.91,0.99,＋,0.07,0.92,499,0.93,499,0.00
07829P,JR群益,"1,081,000",18,"761,370",0.73,0.74,0.67,0.74,＋,0.06,0.68,499,0.69,499,0.00
07830P,JS群益,"444,000",10,"592,340",1.34,1.35,1.23,1.30,＋,0.06,1.25,560,1.26,499,0.00
07831P,JT群益,"132,000",10,"180,590",1.36,1.43,1.34,1.34,＋,0.02,1.34,499,1.35,499,0.00
07832P,JU群益,"319,000",11,"475,920",1.49,1.54,1.42,1.45,＋,0.03,1.44,499,1.45,499,0.00
07833P,JV群益,"112,000",7,"275,460",2.45,2.53,2.40,2.53,＋,0.14,2.43,499,2.44,499,0.00
07834P,JW群益,"104,000",21,"320,980",3.05,3.19,3.01,3.06,＋,0.06,3.04,499,3.05,499,0.00
07835P,JX群益,"254,000",8,"591,530",2.35,2.35,2.25,2.25,X,0.00,2.24,499,2.25,494,0.00
07836P,JZ群益,"30,000",2,"76,000",2.46,2.57,2.46,2.57,＋,0.04,2.69,25,2.70,10,0.00
07837P,FY中信,"10,000",3,"7,410",0.75,0.75,0.74,0.74,－,0.06,0.75,30,0.76,30,0.00
07838P,FZ中信,"6,000",1,"4,380",0.73,0.73,0.73,0.73,－,0.01,0.74,30,0.75,30,0.00
07839P,元大JI,"102,000",4,"17,420",0.16,0.18,0.16,0.17,－,0.01,0.17,100,0.18,50,0.00
07840P,元大JJ,"2,436,000",80,"1,898,700",0.89,0.90,0.72,0.77,－,0.13,0.75,100,0.76,100,0.00
07841P,元大JK,0,0,0,--,--,--,--,,0.00,0.57,100,0.58,100,0.00
07842P,元富JH,0,0,0,--,--,--,--,,0.00,0.43,25,0.44,25,0.00
07843P,元富JJ,"77,000",8,"49,070",0.64,0.64,0.62,0.64,－,0.07,0.63,25,0.65,25,0.00
07844P,康和BD,"161,000",3,"64,590",0.41,0.42,0.39,0.42,X,0.00,0.42,10,0.43,10,0.00
07845P,康和BE,0,0,0,--,--,--,--,,0.00,0.61,10,0.64,10,0.00
07846P,日盛3V,0,0,0,--,--,--,--,,0.00,1.46,25,1.47,25,0.00
07847P,富邦DX,0,0,0,--,--,--,--,,0.00,0.71,50,0.72,50,0.00
07848P,富邦DY,0,0,0,--,--,--,--,,0.00,1.68,50,1.70,50,0.00
07849P,富邦DZ,0,0,0,--,--,--,--,,0.00,1.70,10,1.73,10,0.00
07850P,GA中信,"129,000",4,"94,870",0.74,0.75,0.73,0.75,＋,0.03,0.76,30,0.77,30,0.00
07851P,GB中信,"20,000",2,"21,600",1.08,1.08,1.08,1.08,X,0.00,1.09,30,1.10,30,0.00
07852P,BP凱基,0,0,0,--,--,--,--,,0.00,0.66,30,0.67,30,0.00
07853P,日盛3X,"446,000",10,"402,250",0.86,0.92,0.85,0.91,＋,0.04,0.92,25,0.93,25,76.50
07854P,KG群益,0,0,0,--,--,--,--,,0.00,3.94,25,4.04,10,0.00
07855P,KH群益,"339,000",3,"641,690",1.89,1.91,1.86,1.91,＋,0.10,1.90,25,1.93,10,0.00
07856P,元大JQ,"960,000",26,"709,760",0.73,0.76,0.73,0.73,－,0.07,0.71,100,0.73,10,0.00
07857P,元大JR,"719,000",9,"650,200",0.89,0.92,0.88,0.92,＋,0.05,0.92,100,0.93,20,0.00
07858P,元富JS,"38,000",6,"52,280",1.33,1.40,1.33,1.36,X,0.00,1.36,15,1.38,20,0.00
07859P,元富JT,"982,000",19,"114,060",0.13,0.13,0.10,0.12,－,0.01,0.11,25,0.12,25,0.00
07860P,元富JU,"110,000",3,"110,500",0.95,1.06,0.95,1.06,＋,0.09,1.02,25,1.03,25,0.00
07861P,元富JV,0,0,0,--,--,--,--,,0.00,0.59,25,0.60,25,0.00
07862P,元富JW,"50,000",1,"46,000",0.92,0.92,0.92,0.92,＋,0.04,0.91,25,0.92,25,0.00
07863P,元富JX,"265,000",4,"263,220",0.98,1.02,0.98,1.02,＋,0.06,1.02,25,1.03,25,0.00
07864P,元富JZ,"44,000",1,"25,960",0.59,0.59,0.59,0.59,－,0.05,0.59,25,0.60,25,0.00
07865P,元富KA,"19,000",4,"39,330",2.07,2.07,2.07,2.07,＋,0.06,2.00,25,2.04,10,0.00
07866P,富邦EC,0,0,0,--,--,--,--,,0.00,0.80,10,0.82,10,0.00
07867P,元大KI,0,0,0,--,--,--,--,,0.00,1.79,100,1.82,100,0.00
07868P,1C統一,"52,000",2,"22,880",0.44,0.44,0.44,0.44,,0.00,0.45,20,0.46,20,0.00
07869P,KJ群益,"739,000",7,"624,170",0.82,0.86,0.82,0.85,,0.00,0.83,25,0.84,10,0.00
07870P,KK群益,"15,000",2,"12,250",0.81,0.83,0.81,0.83,X,0.00,0.83,25,0.84,10,0.00
07871P,凱基BH,0,0,0,--,--,--,--,,0.00,0.19,30,0.23,30,0.00
07872P,凱基GK,"7,000",1,"4,900",0.70,0.70,0.70,0.70,X,0.00,0.72,30,0.73,30,0.00
07873P,凱基GM,0,0,0,--,--,--,--,,0.00,0.40,30,0.41,30,0.00
07874P,元富KN,"100,000",1,"65,000",0.65,0.65,0.65,0.65,＋,0.01,0.68,25,0.69,25,0.00
07875P,GH中信,"212,000",3,"126,640",0.60,0.61,0.59,0.61,－,0.04,0.57,30,0.59,30,0.00
07876P,GJ中信,"49,000",7,"139,610",2.83,2.96,2.81,2.96,＋,0.28,2.94,10,2.97,10,0.00
07877P,元富KT,0,0,0,--,--,--,--,,0.00,0.51,25,0.53,25,0.00
07878P,元富KU,0,0,0,--,--,--,--,,0.00,0.31,25,0.32,25,0.00
07879P,元富KV,"178,000",9,"88,420",0.51,0.51,0.48,0.50,X,0.00,0.49,25,0.50,25,0.00
07880P,永豐4X,"58,000",5,"75,740",1.33,1.33,1.15,1.17,－,0.13,1.19,10,1.20,10,0.00
07881P,BB國泰,"64,000",1,"75,520",1.18,1.18,1.18,1.18,－,0.03,1.17,440,1.19,100,0.00
07882P,富邦EG,0,0,0,--,--,--,--,,0.00,0.99,10,1.07,10,0.00
07883P,元大KJ,"546,000",16,"630,280",1.11,1.18,1.11,1.14,＋,0.05,1.13,100,1.15,100,0.00
07884P,元大KN,"25,000",2,"44,500",1.78,1.78,1.78,1.78,＋,0.02,1.73,495,1.74,495,0.00
07885P,KN群益,"574,000",7,"522,750",0.89,0.92,0.89,0.90,－,0.01,0.89,25,0.90,10,0.00
07886P,BV凱基,"413,000",8,"138,410",0.33,0.34,0.33,0.34,－,0.04,0.32,30,0.33,30,0.00
07887P,BW凱基,0,0,0,--,--,--,--,,0.00,0.46,30,0.47,30,0.00
07888P,BX凱基,"18,000",3,"10,700",0.58,0.60,0.58,0.60,＋,0.01,0.63,30,0.64,30,0.00
07889P,BY凱基,0,0,0,--,--,--,--,,0.00,0.42,30,0.43,30,0.00
07890P,BZ凱基,"9,000",1,"16,290",1.81,1.81,1.81,1.81,－,0.02,1.83,30,1.86,30,0.00
07891P,3U兆豐,"95,000",2,"96,900",1.02,1.02,1.02,1.02,X,0.00,0.98,10,0.99,10,0.00
07892P,4E兆豐,0,0,0,--,--,--,--,,0.00,3.11,10,3.16,10,0.00
07893P,4F兆豐,0,0,0,--,--,--,--,,0.00,0.20,10,0.22,10,0.00
07894P,4G兆豐,"99,000",7,"60,380",0.60,0.62,0.59,0.59,－,0.08,0.59,20,0.67,10,0.00
07895P,4H兆豐,"40,000",3,"15,300",0.38,0.39,0.38,0.39,－,0.05,0.37,10,0.46,10,0.00
07896P,4J兆豐,"60,000",3,"49,800",0.80,0.84,0.80,0.84,＋,0.05,0.84,10,0.85,10,0.00
07897P,4K兆豐,"558,000",18,"446,510",0.81,0.81,0.79,0.81,－,0.04,0.80,10,0.81,10,0.00
07898P,4L兆豐,"110,000",3,"79,230",0.72,0.76,0.71,0.76,－,0.01,0.72,10,0.73,10,0.00
07899P,CJ凱基,0,0,0,--,--,--,--,,0.00,2.09,30,2.14,30,0.00
07900P,日盛4D,"83,000",1,"66,400",0.80,0.80,0.80,0.80,X,0.00,0.79,25,0.80,25,23.70
07901P,KV群益,0,0,0,--,--,--,--,,0.00,2.47,25,2.48,10,0.00
